PacmanMove,totalTime,score,pacmanCurrentNodeIndex,pacmanLastMoveMade,ghost1NodeIndex,ghost1EdibleTime,ghost1LairTime,ghost1LastMove,ghost2NodeIndex,ghost2EdibleTime,ghost2LairTime,ghost2LastMove,ghost3NodeIndex,ghost3EdibleTime,ghost3LairTime,ghost3LastMove,ghost4NodeIndex,ghost4EdibleTime,ghost4LairTime,ghost4LastMove,timeOfLastGlobalReversal,pacmanWasEaten,ghost1Eaten,ghost2Eaten,ghost3Eaten,ghost4Eaten,scoreDiff10,scoreDiff25,scoreDiff50,ghost1Distance,ghost2Distance,ghost3Distance,ghost4Distance,euclideanDistanceToPp,pathDistanceToPp,remainingPp
RIGHT,374,3560,165,UP,497,0,0,LEFT,366,0,0,RIGHT,204,0,0,RIGHT,635,91,0,DOWN,265,false,false,false,false,false,0,0,850,57,33,39,104,94,94,2
UP,386,3560,177,RIGHT,485,0,0,LEFT,308,0,0,UP,216,0,0,RIGHT,671,79,0,DOWN,265,false,false,false,false,false,0,0,20,57,23,39,98,97,97,2
DOWN,434,3680,348,DOWN,1292,0,38,NEUTRAL,1292,0,58,NEUTRAL,1292,0,78,NEUTRAL,1292,0,98,NEUTRAL,265,false,false,false,false,false,30,70,120,-1,-1,-1,-1,76,76,2
DOWN,446,3710,456,DOWN,1292,0,26,NEUTRAL,1292,0,46,NEUTRAL,1292,0,66,NEUTRAL,1292,0,86,NEUTRAL,265,false,false,false,false,false,30,70,130,-1,-1,-1,-1,64,64,2
DOWN,470,3770,691,DOWN,1292,0,2,NEUTRAL,1292,0,22,NEUTRAL,1292,0,42,NEUTRAL,1292,0,62,NEUTRAL,265,false,false,false,false,false,30,70,130,-1,-1,-1,-1,40,40,2
RIGHT,482,3800,810,DOWN,488,0,0,LEFT,1292,0,10,NEUTRAL,1292,0,30,NEUTRAL,1292,0,50,NEUTRAL,265,false,false,false,false,false,30,70,130,68,-1,-1,-1,29,29,2
DOWN,506,3860,834,RIGHT,633,0,0,DOWN,484,0,0,LEFT,1292,0,6,NEUTRAL,1292,0,26,NEUTRAL,265,false,false,false,false,false,30,70,130,44,64,-1,-1,42,42,2
LEFT,518,3890,960,DOWN,708,0,0,RIGHT,570,0,0,DOWN,492,0,0,LEFT,1292,0,14,NEUTRAL,265,false,false,false,false,false,30,70,130,44,64,84,-1,35,35,2
DOWN,530,3920,948,LEFT,779,0,0,DOWN,590,0,0,LEFT,480,0,0,LEFT,1292,0,2,NEUTRAL,265,false,false,false,false,false,30,70,130,44,64,84,-1,25,25,2
LEFT,554,3980,1211,DOWN,897,0,0,DOWN,695,0,0,LEFT,704,0,0,DOWN,520,0,0,RIGHT,265,false,false,false,false,false,30,70,130,44,64,84,124,21,21,2
RIGHT,606,4150,936,RIGHT,1060,175,0,DOWN,681,175,0,RIGHT,804,175,0,DOWN,435,175,0,UP,581,false,false,false,false,false,30,110,170,18,34,82,79,93,93,1
DOWN,618,4170,948,RIGHT,1096,163,0,DOWN,687,163,0,RIGHT,851,163,0,RIGHT,399,163,0,UP,581,false,false,false,false,false,20,60,160,12,40,68,97,81,81,1
LEFT,642,4370,1211,DOWN,1292,0,35,NEUTRAL,794,139,0,DOWN,863,139,0,RIGHT,269,139,0,UP,581,false,false,false,false,false,200,200,260,-1,52,88,133,80,80,1
RIGHT,694,4370,936,RIGHT,481,0,0,LEFT,946,87,0,RIGHT,907,87,0,DOWN,76,87,0,LEFT,581,false,false,false,false,false,0,0,0,73,10,67,123,93,93,1
DOWN,706,4370,948,RIGHT,582,0,0,DOWN,1048,75,0,DOWN,1020,75,0,DOWN,70,75,0,LEFT,581,false,false,false,false,false,0,0,0,73,4,72,141,81,81,1
RIGHT,730,4770,1211,DOWN,674,0,0,DOWN,1292,0,19,NEUTRAL,1052,51,0,DOWN,58,51,0,LEFT,581,false,false,false,false,false,0,400,400,73,-1,100,161,80,80,1
UP,742,4800,1223,RIGHT,692,0,0,LEFT,1292,0,7,NEUTRAL,1088,39,0,DOWN,113,39,0,DOWN,581,false,false,false,false,false,30,30,430,73,-1,82,167,68,68,1
RIGHT,778,4890,972,UP,833,0,0,RIGHT,582,0,0,DOWN,1287,3,0,LEFT,237,3,0,RIGHT,581,false,false,false,false,false,30,70,120,25,73,76,124,58,58,1
RIGHT,790,4900,984,RIGHT,925,0,0,DOWN,675,0,0,DOWN,1276,0,0,LEFT,132,0,0,UP,581,false,false,false,false,false,10,50,110,25,73,53,123,46,46,1
UP,802,4930,996,RIGHT,949,0,0,LEFT,715,0,0,RIGHT,1153,0,0,UP,75,0,0,LEFT,581,false,false,false,false,false,30,50,110,47,49,29,123,35,35,1
RIGHT,814,4960,859,UP,937,0,0,LEFT,727,0,0,RIGHT,1057,0,0,UP,63,0,0,LEFT,581,false,false,false,false,false,30,70,110,71,25,29,117,42,42,1
UP,838,5020,883,RIGHT,766,0,0,UP,616,0,0,UP,1027,0,0,RIGHT,232,0,0,RIGHT,581,false,false,false,false,false,30,70,130,38,49,19,69,29,29,1
RIGHT,850,5050,753,UP,613,0,0,UP,543,0,0,UP,1094,0,0,DOWN,287,0,0,DOWN,581,false,false,false,false,false,30,70,130,36,47,43,45,40,40,1
DOWN,875,5050,691,RIGHT,468,0,0,RIGHT,374,0,0,LEFT,1279,0,0,LEFT,339,0,0,RIGHT,581,false,false,false,false,false,0,0,70,36,97,93,45,100,100,1
DOWN,887,5050,810,DOWN,480,0,0,RIGHT,267,0,0,UP,1171,0,0,UP,420,0,0,DOWN,581,false,false,false,false,false,0,0,40,60,116,93,45,96,96,1
RIGHT,899,5070,936,DOWN,598,0,0,DOWN,193,0,0,LEFT,1075,0,0,UP,549,0,0,DOWN,581,false,false,false,false,false,20,20,30,60,116,80,45,93,93,1
RIGHT,911,5070,948,RIGHT,704,0,0,DOWN,290,0,0,DOWN,1004,0,0,LEFT,625,0,0,DOWN,581,false,false,false,false,false,0,20,20,60,116,56,45,81,81,1
RIGHT,923,5070,960,RIGHT,716,0,0,RIGHT,369,0,0,LEFT,992,0,0,LEFT,774,0,0,DOWN,581,false,false,false,false,false,0,0,20,36,92,32,45,69,69,1
RIGHT,935,5090,972,RIGHT,728,0,0,RIGHT,425,0,0,DOWN,1050,0,0,DOWN,892,0,0,DOWN,581,false,false,false,false,false,20,20,40,60,92,16,45,58,58,1
RIGHT,947,5090,984,RIGHT,847,0,0,DOWN,554,0,0,DOWN,1114,0,0,RIGHT,939,0,0,RIGHT,581,false,false,false,false,false,0,20,20,36,92,16,45,46,46,1
RIGHT,959,5090,996,RIGHT,859,0,0,RIGHT,594,0,0,LEFT,1146,0,0,DOWN,951,0,0,RIGHT,581,false,false,false,false,false,0,0,20,12,76,40,45,35,35,1
RIGHT,971,5120,1008,RIGHT,996,0,0,DOWN,632,0,0,DOWN,1263,0,0,RIGHT,963,0,0,RIGHT,581,false,false,false,false,false,30,30,50,12,81,32,45,25,25,1
UP,983,5150,1020,RIGHT,1008,0,0,RIGHT,699,0,0,LEFT,1275,0,0,RIGHT,975,0,0,RIGHT,581,false,false,false,false,false,30,60,60,12,57,40,45,17,17,1
UP,995,5170,883,UP,1020,0,0,RIGHT,687,0,0,LEFT,1287,0,0,RIGHT,987,0,0,RIGHT,581,false,false,false,false,false,20,60,80,12,33,48,45,29,29,1
UP,1007,5170,753,UP,883,0,0,UP,762,0,0,LEFT,1148,0,0,UP,918,0,0,UP,581,false,false,false,false,false,0,30,80,12,9,48,45,40,40,1
UP,1031,5220,540,UP,612,0,0,UP,665,0,0,UP,1020,0,0,LEFT,800,0,0,UP,581,false,false,false,false,false,20,50,80,12,39,48,69,64,64,1
UP,1043,5220,399,UP,540,0,0,UP,608,0,0,LEFT,883,0,0,UP,725,0,0,LEFT,581,false,false,false,false,false,0,30,50,12,57,48,75,76,76,1
LEFT,1059,5220,237,UP,317,0,0,UP,559,0,0,UP,660,0,0,UP,791,0,0,DOWN,581,false,false,false,false,false,0,0,50,12,57,48,107,92,92,1
LEFT,1071,5240,225,LEFT,237,0,0,UP,430,0,0,UP,572,0,0,UP,839,0,0,LEFT,581,false,false,false,false,false,20,20,40,12,33,48,107,94,94,1
LEFT,1083,5270,213,LEFT,126,0,0,UP,379,0,0,LEFT,443,0,0,UP,909,0,0,DOWN,581,false,false,false,false,false,30,50,50,36,33,48,131,97,97,1
LEFT,1095,5300,201,LEFT,74,0,0,LEFT,297,0,0,UP,403,0,0,RIGHT,967,0,0,RIGHT,581,false,false,false,false,false,30,60,80,52,9,56,131,101,101,1
LEFT,1107,5320,189,LEFT,62,0,0,LEFT,204,0,0,RIGHT,339,0,0,RIGHT,979,0,0,RIGHT,581,false,false,false,false,false,20,60,100,52,15,61,131,107,107,1
LEFT,1119,5320,177,LEFT,125,0,0,DOWN,130,0,0,UP,318,0,0,UP,991,0,0,RIGHT,581,false,false,false,false,false,0,30,80,52,39,37,141,114,114,1
DOWN,1131,5320,165,LEFT,217,0,0,LEFT,54,0,0,LEFT,246,0,0,UP,902,0,0,UP,581,false,false,false,false,false,0,0,60,52,57,13,117,121,121,1
DOWN,1159,5320,361,RIGHT,189,0,0,LEFT,26,0,0,LEFT,180,0,0,RIGHT,768,0,0,UP,581,false,false,false,false,false,0,0,0,28,57,37,61,101,101,1
LEFT,1171,5320,480,DOWN,314,0,0,DOWN,117,0,0,DOWN,192,0,0,RIGHT,739,0,0,RIGHT,581,false,false,false,false,false,0,0,0,28,57,43,59,93,93,1
UP,1195,5320,456,LEFT,441,0,0,DOWN,158,0,0,LEFT,216,0,0,RIGHT,610,0,0,RIGHT,581,false,false,false,false,false,0,0,0,28,33,74,74,112,112,1
UP,1207,5320,348,UP,570,0,0,DOWN,146,0,0,LEFT,228,0,0,RIGHT,677,0,0,DOWN,581,false,false,false,false,false,0,0,0,44,23,50,74,119,119,1
RIGHT,1223,5350,153,UP,704,0,0,DOWN,3,0,0,RIGHT,287,0,0,DOWN,756,0,0,RIGHT,581,false,false,false,false,false,20,30,30,76,23,50,74,130,130,1
RIGHT,1235,5350,165,RIGHT,716,0,0,RIGHT,15,0,0,RIGHT,402,0,0,RIGHT,681,0,0,RIGHT,581,false,false,false,false,false,0,30,30,76,17,50,74,121,121,1
RIGHT,1247,5350,177,RIGHT,728,0,0,RIGHT,116,0,0,DOWN,338,0,0,RIGHT,667,0,0,UP,581,false,false,false,false,false,0,0,30,100,17,50,74,114,114,1
RIGHT,1259,5350,189,RIGHT,740,0,0,RIGHT,283,0,0,DOWN,324,0,0,UP,577,0,0,UP,581,false,false,false,false,false,0,0,30,76,31,50,74,107,107,1
RIGHT,1271,5350,201,RIGHT,599,0,0,UP,352,0,0,RIGHT,252,0,0,UP,448,0,0,UP,581,false,false,false,false,false,0,0,0,52,49,50,74,101,101,1
RIGHT,1283,5350,213,RIGHT,516,0,0,UP,364,0,0,RIGHT,163,0,0,RIGHT,346,0,0,LEFT,581,false,false,false,false,false,0,0,0,52,49,50,63,97,97,1
RIGHT,1295,5350,225,RIGHT,386,0,0,UP,320,0,0,UP,175,0,0,RIGHT,410,0,0,LEFT,581,false,false,false,false,false,0,0,0,28,49,50,39,94,94,1
DOWN,1307,5350,237,RIGHT,398,0,0,RIGHT,248,0,0,UP,187,0,0,RIGHT,415,0,0,DOWN,581,false,false,false,false,false,0,0,0,28,49,50,17,92,92,1
DOWN,1323,5350,399,DOWN,225,0,0,UP,174,0,0,LEFT,255,0,0,DOWN,560,0,0,DOWN,581,false,false,false,false,false,0,0,0,28,62,54,17,76,76,1
DOWN,1335,5350,540,DOWN,213,0,0,LEFT,259,0,0,DOWN,327,0,0,DOWN,642,0,0,DOWN,581,false,false,false,false,false,0,0,0,52,68,50,17,64,64,1
DOWN,1359,5350,753,DOWN,45,0,0,LEFT,360,0,0,RIGHT,450,0,0,DOWN,903,0,0,DOWN,581,false,false,false,false,false,0,0,0,100,86,50,17,40,40,1
DOWN,1371,5350,883,DOWN,33,0,0,LEFT,453,0,0,DOWN,579,0,0,DOWN,1015,0,0,LEFT,581,false,false,false,false,false,0,0,0,124,86,50,17,29,29,1
RIGHT,1383,5350,1020,DOWN,21,0,0,LEFT,582,0,0,DOWN,670,0,0,DOWN,1057,0,0,DOWN,581,false,false,false,false,false,0,0,0,137,86,70,17,17,17,1
UP,1435,5520,1271,LEFT,123,171,0,UP,651,171,0,UP,788,171,0,DOWN,1129,171,0,UP,1406,false,false,false,false,false,30,70,170,165,101,66,11,-1,-1,0
LEFT,1459,5770,1008,UP,25,147,0,RIGHT,566,147,0,UP,853,147,0,RIGHT,1292,0,33,NEUTRAL,1406,false,false,false,false,false,220,260,320,153,89,30,-1,-1,-1,0
UP,1471,5770,996,LEFT,31,135,0,RIGHT,542,135,0,UP,859,135,0,RIGHT,1292,0,21,NEUTRAL,1406,false,false,false,false,false,0,230,290,158,83,12,-1,-1,-1,0
RIGHT,1483,5770,859,UP,37,123,0,RIGHT,437,123,0,UP,865,123,0,RIGHT,1292,0,9,NEUTRAL,1406,false,false,false,false,false,0,0,260,144,77,6,-1,-1,-1,0
DOWN,1507,6170,883,RIGHT,49,99,0,RIGHT,366,99,0,RIGHT,1292,0,23,NEUTRAL,513,0,0,RIGHT,1406,false,false,false,false,false,0,400,400,108,102,-1,63,-1,-1,0
LEFT,1519,6170,1020,DOWN,55,87,0,RIGHT,372,87,0,RIGHT,1292,0,11,NEUTRAL,525,0,0,RIGHT,1406,false,false,false,false,false,0,0,400,114,120,-1,63,-1,-1,0
LEFT,1531,6170,1008,LEFT,100,75,0,DOWN,308,75,0,UP,499,0,0,RIGHT,537,0,0,RIGHT,1406,false,false,false,false,false,0,0,400,120,125,101,63,-1,-1,0
LEFT,1543,6170,996,LEFT,136,63,0,DOWN,272,63,0,UP,511,0,0,RIGHT,576,0,0,DOWN,1406,false,false,false,false,false,0,0,0,126,119,77,63,-1,-1,0
DOWN,1555,6170,984,LEFT,217,51,0,RIGHT,190,51,0,RIGHT,567,0,0,DOWN,666,0,0,DOWN,1406,false,false,false,false,false,0,0,0,132,135,77,63,-1,-1,0
LEFT,1591,6260,1259,DOWN,89,15,0,UP,285,15,0,DOWN,748,0,0,RIGHT,1011,0,0,LEFT,1406,false,false,false,false,false,30,70,90,146,153,77,39,-1,-1,0
LEFT,1627,6340,1223,LEFT,120,0,0,DOWN,442,0,0,DOWN,786,0,0,DOWN,975,0,0,LEFT,1406,false,false,false,false,false,20,60,120,162,136,66,39,-1,-1,0
UP,1639,6340,1211,LEFT,238,0,0,LEFT,571,0,0,DOWN,904,0,0,DOWN,963,0,0,LEFT,1406,false,false,false,false,false,0,30,90,138,112,42,39,-1,-1,0
DOWN,1664,6340,165,LEFT,1292,0,33,NEUTRAL,1292,0,53,NEUTRAL,1292,0,73,NEUTRAL,1292,0,93,NEUTRAL,1406,false,false,false,false,false,0,0,30,-1,-1,-1,-1,-1,-1,0
RIGHT,1692,6340,361,RIGHT,1292,0,5,NEUTRAL,1292,0,25,NEUTRAL,1292,0,45,NEUTRAL,1292,0,65,NEUTRAL,1406,false,false,false,false,false,0,0,0,-1,-1,-1,-1,-1,-1,0
RIGHT,1720,6340,189,UP,438,0,0,UP,501,0,0,RIGHT,1292,0,17,NEUTRAL,1292,0,37,NEUTRAL,1406,false,false,false,false,false,0,0,0,47,61,-1,-1,-1,-1,0
RIGHT,1732,6340,201,RIGHT,381,0,0,LEFT,513,0,0,RIGHT,1292,0,5,NEUTRAL,1292,0,25,NEUTRAL,1406,false,false,false,false,false,0,0,0,23,43,-1,-1,-1,-1,0
RIGHT,1744,6340,213,RIGHT,309,0,0,UP,422,0,0,UP,505,0,0,RIGHT,1292,0,13,NEUTRAL,1406,false,false,false,false,false,0,0,0,23,43,63,-1,-1,-1,0
RIGHT,1756,6340,225,RIGHT,200,0,0,LEFT,395,0,0,RIGHT,517,0,0,RIGHT,1292,0,1,NEUTRAL,1406,false,false,false,false,false,0,0,0,25,19,41,-1,-1,-1,0
DOWN,1768,6340,237,RIGHT,188,0,0,LEFT,286,0,0,UP,529,0,0,RIGHT,509,0,0,RIGHT,1406,false,false,false,false,false,0,0,0,49,19,39,59,-1,-1,0
RIGHT,1784,6340,399,DOWN,172,0,0,LEFT,95,0,0,UP,439,0,0,UP,525,0,0,RIGHT,1406,false,false,false,false,false,0,0,0,60,37,7,27,-1,-1,0
UP,1809,6340,348,RIGHT,147,0,0,LEFT,90,0,0,DOWN,239,0,0,RIGHT,580,0,0,DOWN,1406,false,false,false,false,false,0,0,0,22,59,43,47,-1,-1,0
RIGHT,1825,6340,153,UP,2,0,0,RIGHT,239,0,0,LEFT,90,0,0,UP,755,0,0,RIGHT,1406,false,false,false,false,false,0,0,0,22,59,75,75,-1,-1,0
RIGHT,1837,6340,165,RIGHT,14,0,0,RIGHT,227,0,0,LEFT,68,0,0,LEFT,680,0,0,RIGHT,1406,false,false,false,false,false,0,0,0,18,62,82,75,-1,-1,0
RIGHT,1849,6340,177,RIGHT,110,0,0,DOWN,215,0,0,LEFT,89,0,0,DOWN,692,0,0,RIGHT,1406,false,false,false,false,false,0,0,0,18,38,58,77,-1,-1,0
RIGHT,1861,6340,189,RIGHT,277,0,0,DOWN,203,0,0,LEFT,256,0,0,DOWN,674,0,0,UP,1406,false,false,false,false,false,0,0,0,30,14,38,75,-1,-1,0
RIGHT,23,10,859,RIGHT,1292,0,17,NEUTRAL,1292,0,37,NEUTRAL,1292,0,57,NEUTRAL,1292,0,77,NEUTRAL,-1,false,false,false,false,false,10,-1,-1,-1,-1,-1,-1,42,42,4
UP,47,70,883,RIGHT,505,0,0,RIGHT,1292,0,13,NEUTRAL,1292,0,33,NEUTRAL,1292,0,53,NEUTRAL,-1,false,false,false,false,false,30,70,-1,71,-1,-1,-1,29,29,4
RIGHT,59,100,753,UP,517,0,0,RIGHT,1292,0,1,NEUTRAL,1292,0,21,NEUTRAL,1292,0,41,NEUTRAL,-1,false,false,false,false,false,30,70,100,47,-1,-1,-1,40,40,4
DOWN,84,110,691,RIGHT,548,0,0,DOWN,474,0,0,LEFT,494,0,0,LEFT,1292,0,16,NEUTRAL,-1,false,false,false,false,false,10,10,80,47,42,62,-1,40,40,4
RIGHT,96,140,810,DOWN,624,0,0,DOWN,462,0,0,LEFT,482,0,0,LEFT,1292,0,4,NEUTRAL,-1,false,false,false,false,false,30,40,80,47,42,62,-1,29,29,4
DOWN,120,200,834,RIGHT,891,0,0,DOWN,643,0,0,DOWN,669,0,0,DOWN,478,0,0,LEFT,-1,false,false,false,false,false,30,70,100,75,42,38,62,42,42,4
LEFT,132,230,960,DOWN,1018,0,0,LEFT,786,0,0,DOWN,714,0,0,RIGHT,466,0,0,LEFT,-1,false,false,false,false,false,30,70,130,58,42,38,82,35,35,4
DOWN,144,260,948,LEFT,1006,0,0,LEFT,904,0,0,DOWN,803,0,0,DOWN,545,0,0,DOWN,-1,false,false,false,false,false,30,70,130,58,18,38,58,25,25,4
LEFT,168,320,1211,DOWN,982,0,0,LEFT,1060,0,0,DOWN,921,0,0,DOWN,770,0,0,DOWN,-1,false,false,false,false,false,30,70,130,58,18,38,58,21,21,4
RIGHT,220,690,936,RIGHT,897,175,0,UP,1168,175,0,UP,972,175,0,LEFT,1292,0,32,NEUTRAL,195,false,false,false,false,false,230,310,370,32,32,36,-1,84,84,3
DOWN,232,710,948,RIGHT,836,163,0,RIGHT,1132,163,0,UP,966,163,0,LEFT,1292,0,20,NEUTRAL,195,false,false,false,false,false,20,260,360,26,14,18,-1,81,81,3
RIGHT,256,1110,1211,DOWN,803,139,0,UP,1292,0,23,NEUTRAL,954,139,0,LEFT,494,0,0,LEFT,195,false,false,false,false,false,0,400,660,62,-1,30,122,80,80,3
UP,268,1140,1223,RIGHT,779,127,0,UP,1292,0,11,NEUTRAL,948,127,0,LEFT,482,0,0,LEFT,195,false,false,false,false,false,30,30,460,80,-1,36,122,68,68,3
LEFT,304,1230,972,UP,772,91,0,DOWN,567,0,0,DOWN,1156,91,0,DOWN,714,0,0,RIGHT,195,false,false,false,false,false,30,70,120,58,89,42,50,58,58,3
LEFT,316,1250,960,LEFT,796,79,0,DOWN,606,0,0,RIGHT,1211,79,0,DOWN,803,0,0,DOWN,195,false,false,false,false,false,20,60,120,56,79,36,26,69,69,3
DOWN,328,1250,948,LEFT,849,67,0,RIGHT,653,0,0,DOWN,1217,67,0,RIGHT,836,0,0,LEFT,195,false,false,false,false,false,0,30,90,70,78,30,26,81,81,3
RIGHT,352,1250,1211,DOWN,861,43,0,RIGHT,793,0,0,DOWN,1157,43,0,UP,950,0,0,LEFT,195,false,false,false,false,false,0,0,30,86,92,18,26,80,80,3
UP,364,1250,1223,RIGHT,867,31,0,RIGHT,911,0,0,DOWN,1097,31,0,UP,1084,0,0,DOWN,195,false,false,false,false,false,0,0,0,80,89,12,26,68,68,3
LEFT,400,2050,972,UP,793,0,0,UP,989,0,0,LEFT,1292,0,23,NEUTRAL,1233,0,0,RIGHT,195,false,false,false,false,false,0,800,800,65,17,-1,46,58,58,3
LEFT,412,2050,960,LEFT,758,0,0,RIGHT,977,0,0,LEFT,1292,0,11,NEUTRAL,1245,0,0,RIGHT,195,false,false,false,false,false,0,0,800,68,17,-1,70,69,69,3
LEFT,424,2050,948,LEFT,683,0,0,RIGHT,1067,0,0,DOWN,497,0,0,LEFT,1257,0,0,RIGHT,195,false,false,false,false,false,0,0,800,44,31,101,70,81,81,3
UP,436,2050,936,LEFT,778,0,0,DOWN,1102,0,0,LEFT,485,0,0,LEFT,1269,0,0,RIGHT,195,false,false,false,false,false,0,0,0,20,55,77,94,84,84,3
LEFT,445,2070,1020,DOWN,1292,0,39,NEUTRAL,1292,0,59,NEUTRAL,1292,0,79,NEUTRAL,1292,0,99,NEUTRAL,195,true,false,false,false,false,20,20,20,-1,-1,-1,-1,17,17,3
DOWN,457,2100,1008,LEFT,1292,0,27,NEUTRAL,1292,0,47,NEUTRAL,1292,0,67,NEUTRAL,1292,0,87,NEUTRAL,195,false,false,false,false,false,30,50,50,-1,-1,-1,-1,25,25,3
LEFT,481,2160,1271,DOWN,1292,0,3,NEUTRAL,1292,0,23,NEUTRAL,1292,0,43,NEUTRAL,1292,0,63,NEUTRAL,195,false,false,false,false,false,30,70,110,-1,-1,-1,-1,21,21,3
UP,493,2190,1259,LEFT,489,0,0,LEFT,1292,0,11,NEUTRAL,1292,0,31,NEUTRAL,1292,0,51,NEUTRAL,195,false,false,false,false,false,30,70,130,141,-1,-1,-1,32,32,3
RIGHT,529,2280,984,UP,707,0,0,RIGHT,567,0,0,DOWN,493,0,0,LEFT,1292,0,15,NEUTRAL,195,false,false,false,false,false,30,70,130,69,77,107,-1,46,46,3
UP,541,2310,996,RIGHT,719,0,0,RIGHT,652,0,0,DOWN,481,0,0,LEFT,1292,0,3,NEUTRAL,195,false,false,false,false,false,30,70,130,45,53,85,-1,35,35,3
RIGHT,553,2330,859,UP,776,0,0,DOWN,733,0,0,LEFT,582,0,0,DOWN,507,0,0,RIGHT,195,false,false,false,false,false,20,60,120,21,29,61,69,42,42,3
DOWN,577,2330,883,RIGHT,894,0,0,DOWN,854,0,0,RIGHT,674,0,0,DOWN,531,0,0,RIGHT,195,false,false,false,false,false,0,0,60,27,29,50,45,29,29,3
RIGHT,589,2360,1020,DOWN,999,0,0,RIGHT,910,0,0,DOWN,692,0,0,LEFT,552,0,0,DOWN,195,false,false,false,false,false,30,30,60,21,29,50,45,17,17,3
UP,641,2520,1271,LEFT,882,171,0,LEFT,1081,171,0,DOWN,684,171,0,RIGHT,584,171,0,UP,612,false,false,false,false,false,20,60,160,49,15,78,73,109,109,2
LEFT,665,2720,1008,UP,870,147,0,LEFT,1292,0,24,NEUTRAL,649,147,0,UP,539,147,0,LEFT,612,false,false,false,false,false,0,200,260,35,-1,66,61,86,86,2
UP,677,2740,996,LEFT,864,135,0,LEFT,1292,0,12,NEUTRAL,613,135,0,UP,533,135,0,LEFT,612,false,false,false,false,false,20,20,250,17,-1,84,79,89,89,2
LEFT,689,3140,859,UP,1292,0,37,NEUTRAL,498,0,0,NEUTRAL,565,123,0,UP,527,123,0,LEFT,612,false,false,false,false,false,400,420,620,-1,78,78,71,78,78,2
LEFT,713,3140,728,UP,1292,0,13,NEUTRAL,563,0,0,DOWN,436,99,0,UP,454,99,0,UP,612,false,false,false,false,false,0,0,420,-1,30,77,37,74,74,2
LEFT,725,3140,716,LEFT,1292,0,1,NEUTRAL,605,0,0,RIGHT,412,87,0,UP,430,87,0,UP,612,false,false,false,false,false,0,0,400,-1,42,71,55,74,74,2
UP,749,3140,598,UP,475,0,0,LEFT,747,0,0,RIGHT,337,63,0,LEFT,393,63,0,RIGHT,612,false,false,false,false,false,0,0,0,17,67,59,67,57,57,2
UP,761,3140,480,UP,463,0,0,LEFT,648,0,0,UP,407,51,0,LEFT,334,51,0,UP,612,false,false,false,false,false,0,0,0,17,78,53,61,48,48,2
LEFT,773,3150,361,UP,436,0,0,UP,564,0,0,UP,401,39,0,LEFT,298,39,0,UP,612,false,false,false,false,false,10,10,10,41,78,71,73,40,40,2
UP,801,3220,165,UP,158,0,0,RIGHT,281,0,0,UP,269,11,0,UP,230,11,0,RIGHT,612,false,false,false,false,false,30,70,80,7,63,65,65,21,21,2
RIGHT,853,3390,153,RIGHT,184,183,0,LEFT,124,183,0,UP,96,183,0,DOWN,114,183,0,DOWN,836,false,false,false,false,false,30,110,170,31,64,74,71,92,92,1
RIGHT,865,3410,165,RIGHT,178,171,0,LEFT,88,171,0,UP,132,171,0,DOWN,245,171,0,DOWN,836,false,false,false,false,false,20,60,160,13,58,80,77,80,80,1
UP,877,3640,177,RIGHT,1292,0,34,NEUTRAL,53,159,0,LEFT,242,159,0,LEFT,239,159,0,LEFT,836,false,false,false,false,false,230,260,360,-1,44,65,62,68,68,1
RIGHT,937,4990,213,DOWN,426,0,0,UP,1292,0,7,NEUTRAL,1292,0,37,NEUTRAL,411,99,0,RIGHT,836,false,false,false,false,false,830,870,1330,44,-1,-1,52,32,32,1
RIGHT,949,5020,225,RIGHT,394,0,0,RIGHT,503,0,0,RIGHT,1292,0,25,NEUTRAL,341,87,0,RIGHT,836,false,false,false,false,false,30,870,1330,20,53,-1,46,21,21,1
DOWN,961,5050,237,RIGHT,292,0,0,UP,515,0,0,RIGHT,1292,0,13,NEUTRAL,347,75,0,RIGHT,836,false,false,false,false,false,30,70,930,20,53,-1,40,11,11,1
RIGHT,977,5090,399,DOWN,101,0,0,UP,531,0,0,RIGHT,501,0,0,RIGHT,294,59,0,UP,836,false,false,false,false,false,30,70,930,36,21,51,32,25,25,1
UP,1002,5100,348,RIGHT,84,0,0,DOWN,636,0,0,DOWN,418,0,0,UP,157,34,0,RIGHT,836,false,false,false,false,false,10,10,80,60,53,71,20,95,95,1
RIGHT,1018,5130,153,UP,240,0,0,LEFT,761,0,0,RIGHT,327,0,0,UP,165,18,0,RIGHT,836,false,false,false,false,false,20,40,70,60,69,62,12,92,92,1
RIGHT,1030,5130,165,RIGHT,299,0,0,DOWN,686,0,0,RIGHT,255,0,0,UP,110,6,0,UP,836,false,false,false,false,false,0,30,40,60,69,38,6,80,80,1
RIGHT,1042,5130,177,RIGHT,404,0,0,RIGHT,637,0,0,UP,211,0,0,RIGHT,17,0,0,LEFT,836,false,false,false,false,false,0,0,40,60,69,34,27,68,68,1
DOWN,1054,5160,189,RIGHT,340,0,0,RIGHT,557,0,0,UP,223,0,0,RIGHT,5,0,0,LEFT,836,false,false,false,false,false,30,30,60,60,69,34,51,56,56,1
DOWN,1082,5220,361,LEFT,157,0,0,RIGHT,479,0,0,RIGHT,114,0,0,UP,156,0,0,RIGHT,836,false,false,false,false,false,20,60,90,36,13,90,37,72,72,1
