totalTime,score,pacmanCurrentNodeIndex,pacmanLastMoveMade,ghost1NodeIndex,ghost1EdibleTime,ghost1LairTime,ghost1LastMove,ghost2NodeIndex,ghost2EdibleTime,ghost2LairTime,ghost2LastMove,ghost3NodeIndex,ghost3EdibleTime,ghost3LairTime,ghost3LastMove,ghost4NodeIndex,ghost4EdibleTime,ghost4LairTime,ghost4LastMove,timeOfLastGlobalReversal,pacmanWasEaten,ghost1Eaten,ghost2Eaten,ghost3Eaten,ghost4Eaten
UP,1049,4040,810,UP,767,0,0,DOWN,638,0,0,DOWN,471,0,0,LEFT,505,0,0,RIGHT,733,false,false,false,false,false,0,20,20,47,31,51,85,96,96,1
LEFT,1061,4040,691,UP,845,0,0,LEFT,698,0,0,LEFT,459,0,0,LEFT,517,0,0,RIGHT,733,false,false,false,false,false,0,0,20,47,7,27,72,100,100,1
DOWN,1086,4040,753,LEFT,962,0,0,RIGHT,816,0,0,RIGHT,338,0,0,LEFT,451,0,0,UP,733,false,false,false,false,false,0,0,0,75,43,51,26,40,40,1
DOWN,1098,4040,883,DOWN,974,0,0,RIGHT,828,0,0,RIGHT,402,0,0,LEFT,329,0,0,UP,733,false,false,false,false,false,0,0,0,58,67,51,50,29,29,1
RIGHT,1110,4070,1020,DOWN,986,0,0,RIGHT,905,0,0,DOWN,447,0,0,DOWN,257,0,0,UP,733,false,false,false,false,false,30,30,30,34,66,51,74,17,17,1
UP,1162,4240,1271,LEFT,1135,171,0,DOWN,962,171,0,LEFT,560,171,0,UP,113,171,0,UP,1133,false,false,false,false,false,30,70,170,10,70,79,130,-1,-1,0
LEFT,1186,4500,1008,UP,1292,0,20,NEUTRAL,889,147,0,UP,533,147,0,LEFT,64,147,0,RIGHT,1133,false,false,false,false,false,30,270,330,-1,58,67,118,-1,-1,0
LEFT,1198,4520,996,LEFT,1292,0,8,NEUTRAL,838,135,0,RIGHT,527,135,0,LEFT,70,135,0,RIGHT,1133,false,false,false,false,false,20,60,320,-1,52,83,128,-1,-1,0
LEFT,1210,4520,984,LEFT,502,0,0,RIGHT,844,123,0,RIGHT,521,123,0,LEFT,76,123,0,RIGHT,1133,false,false,false,false,false,0,30,290,98,46,89,134,-1,-1,0
LEFT,1222,4520,972,LEFT,514,0,0,RIGHT,795,111,0,UP,515,111,0,LEFT,102,111,0,DOWN,1133,false,false,false,false,false,0,0,60,98,40,97,140,-1,-1,0
UP,1234,4540,960,LEFT,579,0,0,DOWN,771,99,0,UP,509,99,0,LEFT,138,99,0,DOWN,1133,false,false,false,false,false,20,20,50,74,34,91,135,-1,-1,0
LEFT,1246,4540,834,UP,670,0,0,DOWN,720,87,0,RIGHT,503,87,0,LEFT,241,87,0,LEFT,1133,false,false,false,false,false,0,20,20,50,28,83,117,-1,-1,0
UP,1270,4540,810,LEFT,718,0,0,LEFT,732,63,0,RIGHT,491,63,0,LEFT,293,63,0,DOWN,1133,false,false,false,false,false,0,0,20,50,64,71,81,-1,-1,0
UP,1282,4540,691,UP,706,0,0,LEFT,738,51,0,RIGHT,485,51,0,LEFT,329,51,0,DOWN,1133,false,false,false,false,false,0,0,0,50,75,53,63,-1,-1,0
UP,1306,4540,456,UP,546,0,0,UP,622,27,0,UP,473,27,0,LEFT,451,27,0,DOWN,1133,false,false,false,false,false,0,0,0,26,74,17,47,-1,-1,0
UP,1318,4570,348,UP,470,0,0,LEFT,603,15,0,RIGHT,467,15,0,LEFT,536,15,0,LEFT,1133,false,false,false,false,false,30,30,30,26,77,23,41,-1,-1,0
RIGHT,1334,4600,153,UP,448,0,0,UP,617,0,0,DOWN,458,0,0,LEFT,527,0,0,LEFT,1133,false,false,false,false,false,20,60,60,26,100,30,66,-1,-1,0
RIGHT,1346,4600,165,RIGHT,324,0,0,UP,742,0,0,RIGHT,416,0,0,UP,515,0,0,LEFT,1133,false,false,false,false,false,0,30,60,26,100,30,75,-1,-1,0
RIGHT,1358,4600,177,RIGHT,252,0,0,UP,678,0,0,UP,338,0,0,LEFT,503,0,0,LEFT,1133,false,false,false,false,false,0,0,60,26,100,50,75,-1,-1,0
RIGHT,1370,4600,189,RIGHT,163,0,0,RIGHT,584,0,0,UP,402,0,0,LEFT,491,0,0,LEFT,1133,false,false,false,false,false,0,0,30,26,87,67,51,-1,-1,0
RIGHT,1382,4600,201,RIGHT,175,0,0,RIGHT,539,0,0,LEFT,287,0,0,UP,479,0,0,LEFT,1133,false,false,false,false,false,0,0,0,26,63,43,53,-1,-1,0
UP,1394,4620,213,RIGHT,187,0,0,RIGHT,527,0,0,LEFT,232,0,0,LEFT,467,0,0,LEFT,1133,false,false,false,false,false,20,20,20,26,63,19,77,-1,-1,0
UP,12,30,1259,LEFT,1292,0,28,NEUTRAL,1292,0,48,NEUTRAL,1292,0,68,NEUTRAL,1292,0,88,NEUTRAL,-1,false,false,false,false,false,30,-1,-1,-1,-1,-1,-1,32,32,4
RIGHT,48,120,984,UP,506,0,0,RIGHT,1292,0,12,NEUTRAL,1292,0,32,NEUTRAL,1292,0,52,NEUTRAL,-1,false,false,false,false,false,30,70,-1,94,-1,-1,-1,46,46,4
UP,60,150,996,RIGHT,547,0,0,DOWN,498,0,0,NEUTRAL,1292,0,20,NEUTRAL,1292,0,40,NEUTRAL,-1,false,false,false,false,false,30,70,130,70,90,-1,-1,35,35,4
RIGHT,72,180,859,UP,622,0,0,DOWN,510,0,0,RIGHT,1292,0,8,NEUTRAL,1292,0,28,NEUTRAL,-1,false,false,false,false,false,30,70,130,46,66,-1,-1,42,42,4
UP,96,240,883,RIGHT,772,0,0,DOWN,534,0,0,RIGHT,514,0,0,RIGHT,1292,0,4,NEUTRAL,-1,false,false,false,false,false,30,70,130,46,42,62,-1,29,29,4
UP,108,270,753,UP,849,0,0,RIGHT,435,0,0,UP,579,0,0,DOWN,490,0,0,LEFT,-1,false,false,false,false,false,30,70,130,46,30,38,74,40,40,4
UP,132,330,540,UP,873,0,0,RIGHT,239,0,0,RIGHT,730,0,0,LEFT,466,0,0,LEFT,-1,false,false,false,false,false,30,70,130,46,30,58,59,36,36,4
UP,144,360,399,UP,891,0,0,DOWN,114,0,0,UP,718,0,0,LEFT,448,0,0,UP,-1,false,false,false,false,false,30,70,130,50,30,82,35,25,25,4
RIGHT,160,400,237,UP,1014,0,0,LEFT,68,0,0,LEFT,844,0,0,LEFT,342,0,0,LEFT,-1,false,false,false,false,false,30,70,130,82,30,114,35,11,11,4
RIGHT,212,770,225,DOWN,1087,163,0,DOWN,1292,0,20,NEUTRAL,803,163,0,UP,346,163,0,RIGHT,175,false,false,false,false,false,30,270,370,110,-1,98,51,80,80,3
DOWN,224,790,237,RIGHT,1147,151,0,DOWN,1292,0,8,NEUTRAL,779,151,0,UP,312,151,0,UP,175,false,false,false,false,false,20,60,360,104,-1,104,45,92,92,3
RIGHT,240,790,399,DOWN,1271,135,0,DOWN,506,0,0,RIGHT,720,135,0,RIGHT,264,135,0,UP,175,false,false,false,false,false,0,20,280,96,46,80,37,95,95,3
UP,265,800,348,RIGHT,1284,110,0,RIGHT,383,0,0,LEFT,784,110,0,DOWN,162,110,0,RIGHT,175,false,false,false,false,false,10,10,30,124,76,89,25,25,25,3
LEFT,281,840,153,UP,1190,94,0,UP,297,0,0,UP,848,94,0,RIGHT,116,94,0,UP,175,false,false,false,false,false,30,50,50,132,57,113,17,11,11,3
RIGHT,333,1010,165,DOWN,1280,163,0,LEFT,321,163,0,DOWN,768,163,0,UP,172,163,0,RIGHT,296,false,false,false,false,false,30,70,170,156,49,89,7,94,94,2
RIGHT,345,1240,177,RIGHT,1274,151,0,LEFT,377,151,0,RIGHT,723,151,0,LEFT,1292,0,37,NEUTRAL,296,false,false,false,false,false,230,270,370,164,43,95,-1,97,97,2
RIGHT,357,1270,189,RIGHT,1268,139,0,LEFT,383,139,0,RIGHT,717,139,0,LEFT,1292,0,25,NEUTRAL,296,false,false,false,false,false,30,270,330,163,37,77,-1,101,101,2
DOWN,369,1300,201,RIGHT,1262,127,0,LEFT,422,127,0,DOWN,783,127,0,DOWN,1292,0,13,NEUTRAL,296,false,false,false,false,false,30,70,330,157,31,93,-1,101,101,2
RIGHT,397,1370,386,RIGHT,1248,99,0,LEFT,521,99,0,RIGHT,839,99,0,LEFT,513,0,0,RIGHT,296,false,false,false,false,false,30,70,130,143,17,79,15,82,82,2
RIGHT,425,1430,225,UP,1234,71,0,LEFT,535,71,0,RIGHT,825,71,0,LEFT,333,0,0,UP,296,false,false,false,false,false,20,60,120,161,45,116,39,94,94,2
DOWN,437,1430,237,RIGHT,1228,59,0,LEFT,544,59,0,DOWN,819,59,0,LEFT,261,0,0,UP,296,false,false,false,false,false,0,30,90,154,29,98,39,92,92,2
DOWN,453,1430,399,DOWN,1175,43,0,UP,576,43,0,DOWN,811,43,0,LEFT,188,0,0,LEFT,296,false,false,false,false,false,0,0,50,136,21,74,65,76,76,2
DOWN,465,1430,540,DOWN,1139,31,0,UP,630,31,0,DOWN,900,31,0,DOWN,176,0,0,LEFT,296,false,false,false,false,false,0,0,20,123,15,66,76,64,64,2
RIGHT,489,1430,753,DOWN,1106,7,0,RIGHT,756,7,0,RIGHT,941,7,0,RIGHT,246,0,0,DOWN,296,false,false,false,false,false,0,0,0,87,3,54,76,40,40,2
DOWN,514,1840,691,RIGHT,965,0,0,LEFT,1292,0,16,NEUTRAL,917,0,0,UP,448,0,0,DOWN,296,false,false,false,false,false,10,410,410,53,-1,45,26,40,40,2
RIGHT,526,1870,810,DOWN,953,0,0,LEFT,1292,0,4,NEUTRAL,837,0,0,RIGHT,577,0,0,DOWN,296,false,false,false,false,false,30,40,440,29,-1,27,26,29,29,2
DOWN,550,1930,834,RIGHT,929,0,0,LEFT,547,0,0,DOWN,719,0,0,RIGHT,701,0,0,RIGHT,296,false,false,false,false,false,30,70,100,43,70,27,46,42,42,2
LEFT,562,1960,960,DOWN,1089,0,0,DOWN,622,0,0,DOWN,731,0,0,RIGHT,620,0,0,UP,296,false,false,false,false,false,30,70,130,43,70,51,70,35,35,2
LEFT,574,1990,948,LEFT,1185,0,0,DOWN,738,0,0,LEFT,664,0,0,UP,596,0,0,RIGHT,296,false,false,false,false,false,30,70,130,43,70,75,70,25,25,2
LEFT,586,2020,936,LEFT,1202,0,0,RIGHT,726,0,0,LEFT,575,0,0,UP,546,0,0,UP,296,false,false,false,false,false,30,70,130,43,70,88,70,17,17,2
UP,638,2390,1211,RIGHT,1292,0,37,NEUTRAL,718,171,0,RIGHT,517,171,0,RIGHT,433,171,0,DOWN,609,false,false,false,false,false,230,270,370,-1,74,121,114,80,80,1
RIGHT,662,2440,948,UP,1292,0,13,NEUTRAL,772,147,0,DOWN,529,147,0,RIGHT,486,147,0,RIGHT,609,false,false,false,false,false,20,60,320,-1,62,96,90,81,81,1
UP,674,2440,960,RIGHT,1292,0,1,NEUTRAL,796,135,0,DOWN,535,135,0,RIGHT,492,135,0,RIGHT,609,false,false,false,false,false,0,30,290,-1,56,102,84,69,69,1
RIGHT,686,2440,834,UP,487,0,0,LEFT,849,123,0,RIGHT,544,123,0,DOWN,498,123,0,RIGHT,609,false,false,false,false,false,0,0,60,67,50,84,78,73,73,1
RIGHT,710,2440,716,UP,639,0,0,DOWN,890,99,0,DOWN,618,99,0,DOWN,510,99,0,RIGHT,609,false,false,false,false,false,0,0,0,19,38,83,54,68,68,1
DOWN,722,2440,728,RIGHT,709,0,0,RIGHT,914,87,0,DOWN,654,87,0,DOWN,516,87,0,RIGHT,609,false,false,false,false,false,0,0,0,19,32,65,36,59,59,1
DOWN,746,2440,859,RIGHT,784,0,0,DOWN,1004,63,0,RIGHT,793,63,0,DOWN,386,63,0,UP,609,false,false,false,false,false,0,0,0,19,20,29,72,42,42,1
RIGHT,758,2440,996,DOWN,852,0,0,RIGHT,1039,51,0,DOWN,887,51,0,DOWN,392,51,0,RIGHT,609,false,false,false,false,false,0,0,0,19,14,35,90,35,35,1
DOWN,770,2470,1008,RIGHT,864,0,0,RIGHT,1075,39,0,DOWN,911,39,0,DOWN,398,39,0,RIGHT,609,false,false,false,false,false,30,30,30,29,8,17,108,25,25,1
RIGHT,794,2930,1271,DOWN,903,0,0,DOWN,1292,0,27,NEUTRAL,1027,15,0,RIGHT,268,15,0,UP,609,false,false,false,false,false,30,470,490,43,-1,43,128,21,21,1
LEFT,828,2990,948,LEFT,1292,0,30,NEUTRAL,1292,0,50,NEUTRAL,1292,0,70,NEUTRAL,1292,0,90,NEUTRAL,609,false,false,false,false,false,0,40,500,-1,-1,-1,-1,81,81,1
UP,840,2990,936,LEFT,1292,0,18,NEUTRAL,1292,0,38,NEUTRAL,1292,0,58,NEUTRAL,1292,0,78,NEUTRAL,609,false,false,false,false,false,0,10,70,-1,-1,-1,-1,93,93,1
UP,852,3010,810,UP,1292,0,6,NEUTRAL,1292,0,26,NEUTRAL,1292,0,46,NEUTRAL,1292,0,66,NEUTRAL,609,false,false,false,false,false,20,20,60,-1,-1,-1,-1,96,96,1
UP,864,3010,691,UP,504,0,0,RIGHT,1292,0,14,NEUTRAL,1292,0,34,NEUTRAL,1292,0,54,NEUTRAL,609,false,false,false,false,false,0,20,30,72,-1,-1,-1,100,100,1
UP,888,3070,456,UP,528,0,0,RIGHT,488,0,0,LEFT,1292,0,10,NEUTRAL,1292,0,30,NEUTRAL,609,false,false,false,false,false,30,60,80,61,32,-1,-1,112,112,1
UP,900,3090,348,UP,540,0,0,RIGHT,476,0,0,LEFT,500,0,0,RIGHT,1292,0,18,NEUTRAL,609,false,false,false,false,false,20,60,80,37,32,56,-1,119,119,1
RIGHT,916,3090,153,UP,403,0,0,RIGHT,460,0,0,LEFT,516,0,0,RIGHT,1292,0,2,NEUTRAL,609,false,false,false,false,false,0,20,80,37,32,77,-1,130,130,1
RIGHT,928,3110,165,RIGHT,339,0,0,RIGHT,424,0,0,UP,386,0,0,UP,488,0,0,LEFT,609,false,false,false,false,false,20,20,70,37,32,64,48,121,121,1
RIGHT,940,3110,177,RIGHT,318,0,0,UP,288,0,0,UP,398,0,0,RIGHT,441,0,0,UP,609,false,false,false,false,false,0,20,40,37,32,64,48,114,114,1
