totalTime,score,pacmanCurrentNodeIndex,ghost1NodeIndex,ghost1EdibleTime,ghost1LairTime,ghost2NodeIndex,ghost2EdibleTime,ghost2LairTime,ghost3NodeIndex,ghost3EdibleTime,ghost3LairTime,ghost4NodeIndex,ghost4EdibleTime,ghost4LairTime,timeOfLastGlobalReversal,pacmanWasEaten,ghost1Eaten,ghost2Eaten,ghost3Eaten,ghost4Eaten,pacmanLastMoveMade_DOWN,pacmanLastMoveMade_LEFT,pacmanLastMoveMade_RIGHT,pacmanLastMoveMade_UP,ghost1LastMove_DOWN,ghost1LastMove_LEFT,ghost1LastMove_NEUTRAL,ghost1LastMove_RIGHT,ghost1LastMove_UP,ghost2LastMove_DOWN,ghost2LastMove_LEFT,ghost2LastMove_NEUTRAL,ghost2LastMove_RIGHT,ghost2LastMove_UP,ghost3LastMove_DOWN,ghost3LastMove_LEFT,ghost3LastMove_NEUTRAL,ghost3LastMove_RIGHT,ghost3LastMove_UP,ghost4LastMove_DOWN,ghost4LastMove_LEFT,ghost4LastMove_NEUTRAL,ghost4LastMove_RIGHT,ghost4LastMove_UP
1547,6680,1259,1223,0,0,917,0,0,1067,0,0,1195,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1559,6680,1271,1235,0,0,969,0,0,977,0,0,1143,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1583,6730,1008,1259,0,0,993,0,0,1001,0,0,936,0,0,1218,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1595,6730,1020,1271,0,0,894,0,0,1057,0,0,948,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1607,6730,883,1123,0,0,868,0,0,1153,0,0,960,0,0,1218,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1619,6730,753,1008,0,0,880,0,0,1266,0,0,972,0,0,1218,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1644,6730,691,809,0,0,1010,0,0,1116,0,0,926,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1668,6730,456,679,0,0,890,0,0,990,0,0,872,0,0,1218,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1692,6730,480,585,0,0,772,0,0,853,0,0,754,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1704,6730,361,456,0,0,738,0,0,788,0,0,679,0,0,1218,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1732,6790,189,441,0,0,450,0,0,622,0,0,569,0,0,1218,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1744,6790,177,365,0,0,388,0,0,547,0,0,440,0,0,1218,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1756,6790,165,314,0,0,328,0,0,506,0,0,312,0,0,1218,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1784,6790,361,173,0,0,211,0,0,449,0,0,169,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1827,6790,834,1292,0,19,1292,0,39,1292,0,59,1292,0,79,1218,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1851,6790,810,493,0,0,1292,0,15,1292,0,35,1292,0,55,1218,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1863,6790,691,481,0,0,1292,0,3,1292,0,23,1292,0,43,1218,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1888,6790,753,586,0,0,520,0,0,500,0,0,1292,0,18,1218,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1900,6790,883,703,0,0,532,0,0,512,0,0,1292,0,6,1218,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1924,6790,859,679,0,0,636,0,0,658,0,0,516,0,0,1218,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1936,6790,996,754,0,0,781,0,0,732,0,0,599,0,0,1218,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1948,6790,1008,809,0,0,899,0,0,796,0,0,740,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1972,6790,1271,1009,0,0,1004,0,0,914,0,0,847,0,0,1218,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1984,6790,1259,1093,0,0,992,0,0,988,0,0,859,0,0,1218,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020,6790,1223,1248,0,0,956,0,0,952,0,0,1123,0,0,1218,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2032,6790,1211,1236,0,0,1048,0,0,1072,0,0,1271,0,0,1218,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2084,6790,936,1149,0,0,1105,0,0,1109,0,0,1219,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2096,6790,810,1053,0,0,1049,0,0,972,0,0,1168,0,0,1218,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2108,6790,691,935,0,0,980,0,0,960,0,0,1072,0,0,1218,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2132,6790,456,766,0,0,898,0,0,846,0,0,932,0,0,1218,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2144,6790,348,613,0,0,851,0,0,716,0,0,1071,0,0,1218,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2160,6790,153,444,0,0,728,0,0,657,0,0,1191,0,0,1218,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2172,6790,165,318,0,0,716,0,0,570,0,0,1203,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2184,6790,177,246,0,0,704,0,0,441,0,0,1168,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2196,6790,189,164,0,0,598,0,0,365,0,0,1072,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2208,6790,201,176,0,0,480,0,0,314,0,0,952,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2220,6790,213,188,0,0,492,0,0,189,0,0,913,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2232,6790,225,200,0,0,504,0,0,177,0,0,838,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2244,6790,237,212,0,0,516,0,0,165,0,0,795,0,0,1218,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2260,6790,399,228,0,0,532,0,0,264,0,0,724,0,0,1218,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
